Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,company_id,name_latest,names_previous,indicator_id,2010,2011,2012,2013,2014,2015,2016
2020-04-13 04:00:00+00:00,65.11320728466447,66.42125075775364,64.51136064871955,66.31204223632812,131022800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14 04:00:00+00:00,67.95014891473087,69.95225151668276,67.47692170096903,69.6610336303711,194994800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15 04:00:00+00:00,68.53255414367216,69.48628092008256,68.10301494206142,69.02519226074219,131154400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16 04:00:00+00:00,69.7410956561746,69.94009422345636,68.5204205220071,69.57364654541016,157125200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17 04:00:00+00:00,69.08830567330986,69.63676274652339,67.18812439019051,68.629638671875,215250000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20 04:00:00+00:00,67.45263835997193,68.35782638874939,67.18568994969831,67.2051010131836,130015200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-21 04:00:00+00:00,67.04734575925282,67.28274465717786,64.4142774447653,65.12775421142578,180991600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22 04:00:00+00:00,66.39940158614417,67.4404966317663,66.05723069304202,67.00367736816406,116862400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-23 04:00:00+00:00,66.94786041444767,68.37481424450658,66.7051813931717,66.74401092529297,124814400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-24 04:00:00+00:00,67.27062788736906,68.68059241326806,67.22208912055947,68.67088317871094,126161200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-27 04:00:00+00:00,68.38695250061332,69.05189812563647,67.93800218832392,68.71942901611328,117087600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-28 04:00:00+00:00,69.18293587962397,69.36494515545422,67.51331034369456,67.60552215576172,112004800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-29 04:00:00+00:00,69.0979899625851,70.29682473918272,68.89414050420481,69.8260269165039,137280800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30 04:00:00+00:00,70.36719351970498,71.47623821292636,69.97648392480959,71.29907989501953,183064000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01 04:00:00+00:00,69.46686565282405,72.56102298757865,69.3697955313602,70.1512222290039,240616800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04 04:00:00+00:00,70.17551168453589,71.27241844220069,69.48387483655323,71.143798828125,133568000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05 04:00:00+00:00,71.60486560646302,73.04637946818022,71.4592567243347,72.21156311035156,147751200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06 04:00:00+00:00,72.9153300566067,73.58997737842726,72.52947133643356,72.95658874511719,142333600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07 04:00:00+00:00,73.5851514016599,74.05837857305957,73.28180254973134,73.71134185791016,115215200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08 04:00:00+00:00,74.37322864257509,75.51933927797742,74.04472351303198,75.46580505371094,133838400,0.205,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11 04:00:00+00:00,74.97180698726206,77.14965926401848,74.7625342106639,76.65325927734375,145946400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12 04:00:00+00:00,77.3394571152635,77.79206581684177,75.65557660011677,75.7772445678711,162301200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13 04:00:00+00:00,75.95730873840742,76.88198972405412,73.78188493945902,74.86229705810547,200622400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-14 04:00:00+00:00,74.0982401903213,75.38305384243762,73.37309631079928,75.32221984863281,158929200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-15 04:00:00+00:00,73.08595821938853,74.92314177584109,73.05188761996168,74.87690734863281,166348400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18 04:00:00+00:00,76.20552437986748,77.01582984347145,75.51201542213853,76.6410903930664,135178400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-19 04:00:00+00:00,76.65813571214994,77.50737593072427,76.16659969162133,76.19823455810547,101729600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20 04:00:00+00:00,77.0596416459209,77.75071498536498,77.0207069953293,77.6801528930664,111504800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21 04:00:00+00:00,77.54142773114201,78.08406952411508,76.86251841252941,77.10099029541016,102688800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22 04:00:00+00:00,76.83819763463005,77.68014544919457,76.73600068439247,77.597412109375,81803200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26 04:00:00+00:00,78.71918977774382,78.89925602718259,77.01583791238306,77.07180786132812,125522000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27 04:00:00+00:00,76.9282205155957,77.5535881797336,76.18604151167783,77.40758514404297,112945200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28 04:00:00+00:00,77.0815181781685,78.70457206303743,76.80411908559893,77.44165802001953,133560800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29 04:00:00+00:00,77.6849956705814,78.14733245248436,77.00852208206489,77.36622619628906,153532400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01 04:00:00+00:00,77.32000896800524,78.43935598036309,77.18860545726987,78.31768798828125,80791200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-02 04:00:00+00:00,78.04999766403765,78.70457189402366,77.60712449987925,78.68023681640625,87642800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03 04:00:00+00:00,79.00144797787304,79.37618740858451,78.42717129207927,79.1133804321289,104491200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-04 04:00:00+00:00,78.93575218035002,79.23505064541881,78.05730554159499,78.43204498291016,87560400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05 04:00:00+00:00,78.68268407951567,80.72670465644849,78.65348495250613,80.6658706665039,137250400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-08 04:00:00+00:00,80.36170065582685,81.17687760567065,79.64872807646304,81.14280700683594,95654400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-09 04:00:00+00:00,80.82161381457999,84.09934224911986,80.78997894985643,83.70513916015625,147712400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-10 04:00:00+00:00,84.65658514258793,86.32830212094579,84.21614761710595,85.8586654663086,166651600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-11 04:00:00+00:00,84.99967763398335,85.42551553412683,81.63434481058569,81.73654174804688,201662400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-12 04:00:00+00:00,83.88279031177558,84.63226196090983,81.327762187052,82.4422378540039,200146000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15 04:00:00+00:00,81.09171712965171,84.11638164574502,80.92867875199258,83.46180725097656,138808800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-16 04:00:00+00:00,85.52283897490148,85.9462485185203,83.88275727706606,85.6737060546875,165428800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-17 04:00:00+00:00,86.42076455774615,86.48159854763982,85.43282115595484,85.55448913574219,114406400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-18 04:00:00+00:00,85.51067747543081,86.00708483695735,84.97777121070888,85.58854675292969,96820400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-19 04:00:00+00:00,86.29664209498344,86.7638428370951,83.98737948930395,85.09942626953125,264476000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-22 04:00:00+00:00,85.49366152486377,87.469548475875,85.44742709501291,87.32598114013672,135445200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-23 04:00:00+00:00,88.57428648623221,90.61344295119446,88.1533126161021,89.18992614746094,212155600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-24 04:00:00+00:00,88.81761971025675,89.73986501886358,87.24080011710065,87.61553955078125,192623200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-25 04:00:00+00:00,87.77127201576967,88.81761353356403,87.00962937456471,88.77867889404297,137522400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-26 04:00:00+00:00,88.67406487318402,88.89550150488402,85.90246451179942,86.0509033203125,205256800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29 04:00:00+00:00,85.95841768027097,88.12897745361794,85.47904559885598,88.03407287597656,130646000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30 04:00:00+00:00,87.62039790653964,89.05608582615886,87.60093429970102,88.7689437866211,140223200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01 04:00:00+00:00,88.84680772121614,89.39187779218567,88.55237334459665,88.60103607177734,110737200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02 04:00:00+00:00,89.51111743972731,90.14865634616976,88.48667532119246,88.60103607177734,114041600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06 04:00:00+00:00,90.03430829585879,91.44078989598016,90.00267343180715,90.97115325927734,118655600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-07 04:00:00+00:00,91.35074735374832,92.13185365235528,90.57694083639848,90.68887329101562,112424400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08 04:00:00+00:00,91.66952230167388,92.83266788269124,91.58191749535032,92.80103302001952,117092000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09 04:00:00+00:00,93.69649607659868,93.7500302777828,92.14888313949528,93.2000961303711,125642800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-10 04:00:00+00:00,92.7937234720192,93.42153433551938,92.18051959638905,93.36312866210938,90257200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13 04:00:00+00:00,94.67227687695215,97.29057387515884,92.71828964483974,92.93242645263672,191649200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-14 04:00:00+00:00,92.31192546978036,94.66255171537146,91.37508797222462,94.47032165527344,170989200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-15 04:00:00+00:00,96.35130500289156,96.60194074558854,93.91794539378512,95.12002563476562,153198000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-16 04:00:00+00:00,93.98849671008664,94.8085375514712,93.34852206859608,93.9495620727539,110577600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17 04:00:00+00:00,94.40219140138755,94.55792255878988,93.2852727775618,93.75978088378906,92186800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20 04:00:00+00:00,93.8473898583791,95.87437528671072,93.50184950233144,95.73567199707033,90318000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-21 04:00:00+00:00,96.52894250206292,96.60437605553066,94.1637166754004,94.4143524169922,103433200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22 04:00:00+00:00,94.11502435354024,95.36333872175408,94.0274269931152,94.6795654296875,89001600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23 04:00:00+00:00,94.4119082982508,94.48977758073065,89.55736078613936,90.37010192871094,197004400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-24 04:00:00+00:00,88.56214312992445,90.49179589216229,86.76875051213266,90.14625549316406,185438800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27 04:00:00+00:00,91.21205332883926,92.37519895851749,90.98818839691468,92.28273010253906,121214000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-28 04:00:00+00:00,91.85203051648676,92.02966845109545,90.76188267824884,90.76675415039062,103625600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-29 04:00:00+00:00,91.2509849817971,92.69153713216036,91.2144860730092,92.50659942626952,90329200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-30 04:00:00+00:00,91.67682263526056,93.73057872513968,91.26802000602063,93.62594604492188,158130000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31 04:00:00+00:00,100.1425073822046,103.57841078381831,98.1374135350728,103.42754364013672,374336800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-03 04:00:00+00:00,105.31580157029778,108.66167105374215,105.01650308916156,106.0336456298828,308151200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-04 04:00:00+00:00,106.2234382515312,107.83675673192468,105.49829447245462,106.7417449951172,173071600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-05 04:00:00+00:00,106.46192391970698,107.44986737596928,105.99471558411308,107.128662109375,121776800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-06 04:00:00+00:00,107.4620123146309,111.36268697898166,106.87070778644716,110.86627960205078,202428800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07 04:00:00+00:00,110.3860424163052,110.84433996363158,107.54606913860891,108.34564971923828,198045600,0.205,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10 04:00:00+00:00,109.7961284492784,110.94187256781626,107.26087294038835,109.9204559326172,212403600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-11 04:00:00+00:00,109.18181072713648,109.68154587218592,106.3905875156011,106.65142822265624,187902400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-12 04:00:00+00:00,107.74597507351804,110.45431580374148,107.5509582932633,110.19591522216795,165598000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-13 04:00:00+00:00,111.58055146808589,113.15290119524892,111.09056196029393,112.14611053466795,210082000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-14 04:00:00+00:00,111.97059590519343,112.13636091412904,110.23004099312963,112.0461654663086,165565200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17 04:00:00+00:00,113.1723943752474,113.19677333095444,111.12468856587184,111.75362396240234,119561600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-18 04:00:00+00:00,111.50497642122994,113.11145065744996,111.16856617508924,112.68484497070312,105633600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-19 04:00:00+00:00,113.09439419603572,114.24501107161466,112.73117227554133,112.82624053955078,145538000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-20 04:00:00+00:00,112.86767022580362,115.44437022786464,112.85060421374465,115.32979583740234,126907200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-21 04:00:00+00:00,116.29270335052242,121.75813472539492,116.28051759278712,121.27302551269533,338054800,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-24 04:00:00+00:00,125.49276470400676,125.57809477103142,120.851300059122,122.7234878540039,345937600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-25 04:00:00+00:00,121.59238528346616,122.0628686712799,119.98834358364527,121.71670532226562,211495600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-26 04:00:00+00:00,123.03795523691794,123.83022293693548,121.9677808342838,123.3719253540039,163022400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27 04:00:00+00:00,123.97650023718222,124.31047038391692,120.74891816931488,121.89710235595705,155552400,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-28 04:00:00+00:00,122.8746266915099,123.2939194462389,121.4753623837178,121.69963836669922,187630000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-31 04:00:00+00:00,124.40310060397898,127.73793655138816,122.86244278988478,125.82673645019533,225702700,0.0,4.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 04:00:00+00:00,129.45410665665014,131.44331646895694,127.27964057724807,130.8387451171875,151948100,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 04:00:00+00:00,134.16382339626398,134.54411128513743,123.83753197784804,128.12796020507812,200119000,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-03 04:00:00+00:00,123.74979379664649,125.63172736189053,117.4994068410702,117.86994171142578,257599600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-04 04:00:00+00:00,117.08010734336683,120.6197131497007,108.1287004650969,117.94794464111328,332607200,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-08 04:00:00+00:00,111.11250193799896,116.0270006347248,109.87412977263536,110.0106430053711,231366600,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-09 04:00:00+00:00,114.34008654092769,116.17326959342994,112.38988895508608,114.39859008789062,176940500,0.0,0.0,AAPL,0.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
